"ovrlp_pct","Count"
"0.8073",438
"0.8053",438
"0.8043",438
"0.8027",438
"0.8006",438
"0.7639",438
"0.7520",438
"0.7482",438
"0.7456",438
"0.7445",438
"0.7380",438
"0.7261",438
"0.8175",437
"0.8131",437
"0.8110",437
"0.8044",437
"0.7977",437
"0.7870",437
"0.7580",437
"0.7401",437
"0.7281",437
"0.7267",437
"0.7234",437
"0.8314",436
"0.8102",436
"0.8082",436
"0.8028",436
"0.7978",436
"0.7453",436
"0.7397",436
"0.7352",436
"0.7342",436
"0.7246",436
"0.8315",435
"0.8258",435
"0.8191",435
"0.8169",435
"0.8117",435
"0.8039",435
"0.7972",435
"0.7938",435
"0.7843",435
"0.7623",435
"0.7593",435
"0.7522",435
"0.7502",435
"0.7424",435
"0.7357",435
"0.7307",435
"0.7242",435
"0.7215",435
"0.8217",434
"0.8013",434
"0.7915",434
"0.7591",434
"0.8203",433
"0.8186",433
"0.8172",433
"0.7941",433
"0.7901",433
"0.7507",433
"0.7503",433
"0.7432",433
"0.7327",433
"0.8320",432
"0.8279",432
"0.8192",432
"0.8180",432
"0.7559",432
"0.7523",432
"0.7471",432
"0.7441",432
"0.8205",431
"0.8166",431
"0.8032",431
"0.7905",431
"0.7634",431
"0.7510",431
"0.7413",431
"0.7387",431
"0.7384",431
"0.7360",431
"0.7280",431
"0.7170",431
"0.8153",430
"0.8116",430
"0.8094",430
"0.8020",430
"0.7944",430
"0.7570",430
"0.7446",430
"0.7348",430
"0.7255",430
"0.7203",430
"0.8225",429
"0.8189",429
"0.8114",429
"0.8008",429
"0.7964",429
"0.7864",429
"0.7329",429
"0.7310",429
"0.7239",429
"0.8111",428
"0.8085",428
"0.8075",428
"0.7987",428
"0.7374",428
"0.8310",427
"0.8229",427
"0.8150",427
"0.7988",427
"0.7504",427
"0.7461",427
"0.7366",427
"0.7301",427
"0.7252",427
"0.8029",426
"0.7631",426
"0.7421",426
"0.7378",426
"0.7263",426
"0.7260",426
"0.8204",425
"0.8128",425
"0.8123",425
"0.8086",425
"0.8061",425
"0.7347",425
"0.7319",425
"0.7292",425
"0.7276",425
"0.7218",425
"0.7210",425
"0.8321",424
"0.8064",424
"0.7899",424
"0.7543",424
"0.7439",424
"0.7409",424
"0.7354",424
"0.7265",424
"0.7240",424
"0.7236",424
"0.7140",424
"0.8211",423
"0.8174",423
"0.8159",423
"0.8147",423
"0.8109",423
"0.8015",423
"0.7998",423
"0.7225",423
"0.7187",423
"0.8154",422
"0.8146",422
"0.8067",422
"0.8062",422
"0.8048",422
"0.7897",422
"0.7425",422
"0.7274",422
"0.0800",422
"0.0741",422
"0.8158",421
"0.8059",421
"0.7562",421
"0.7447",421
"0.7389",421
"0.7290",421
"0.7190",421
"0.8290",420
"0.8050",420
"0.8003",420
"0.7667",420
"0.7524",420
"0.7386",420
"0.7295",420
"0.7227",420
"0.8266",419
"0.8031",419
"0.7365",419
"0.7322",419
"0.7282",419
"0.7238",419
"0.7195",419
"0.8202",418
"0.8163",418
"0.8100",418
"0.8051",418
"0.8018",418
"0.8005",418
"0.7449",418
"0.7443",418
"0.7163",418
"0.8215",417
"0.8190",417
"0.8104",417
"0.8096",417
"0.8072",417
"0.8071",417
"0.7969",417
"0.7372",417
"0.7289",417
"0.7253",417
"0.8280",416
"0.8233",416
"0.7547",416
"0.6957",416
"0.8144",415
"0.8132",415
"0.8130",415
"0.8098",415
"0.7545",415
"0.7306",415
"0.7296",415
"0.7188",415
"0.7037",415
"0.8274",414
"0.8181",414
"0.8168",414
"0.8101",414
"0.7184",414
"0.8296",413
"0.8288",413
"0.8272",413
"0.8145",413
"0.8141",413
"0.8081",413
"0.8052",413
"0.7375",413
"0.7361",413
"0.7343",413
"0.7243",413
"0.7229",413
"0.7206",413
"0.8232",412
"0.8195",412
"0.8155",412
"0.8001",412
"0.7501",412
"0.7330",412
"0.7200",412
"0.7181",412
"0.7142",412
"0.2353",412
"0.9333",411
"0.8278",411
"0.8275",411
"0.8262",411
"0.8088",411
"0.7346",411
"0.7323",411
"0.7264",411
"0.7226",411
"0.7186",411
"0.8200",410
"0.8119",410
"0.7662",410
"0.7356",410
"0.7057",410
"0.8228",409
"0.8035",409
"0.7935",409
"0.7268",409
"0.8281",408
"0.8244",408
"0.8237",408
"0.8124",408
"0.7416",408
"0.7362",408
"0.7277",408
"0.7257",408
"0.7197",408
"0.7173",408
"0.7149",408
"0.8306",407
"0.8250",407
"0.7341",407
"0.7338",407
"0.7139",407
"0.7104",407
"0.7083",407
"0.8330",406
"0.8246",406
"0.8002",406
"0.7399",406
"0.7331",406
"0.7298",406
"0.7288",406
"0.7269",406
"0.7251",406
"0.8451",405
"0.8291",405
"0.8264",405
"0.8236",405
"0.8208",405
"0.8176",405
"0.8063",405
"0.7450",405
"0.7339",405
"0.7285",405
"0.7043",405
"0.8269",404
"0.8161",404
"0.8127",404
"0.7412",404
"0.7400",404
"0.7345",404
"0.7178",404
"0.8342",403
"0.8304",403
"0.8293",403
"0.8227",403
"0.8160",403
"0.8157",403
"0.8151",403
"0.7415",403
"0.7369",403
"0.7318",403
"0.7291",403
"0.7284",403
"0.7204",403
"0.7147",403
"0.8268",402
"0.8103",402
"0.7350",402
"0.7334",402
"0.7283",402
"0.7177",402
"0.7164",402
"0.8338",401
"0.8328",401
"0.8289",401
"0.8286",401
"0.8121",401
"0.7337",401
"0.7321",401
"0.7305",401
"0.7254",401
"0.7211",401
"0.7207",401
"0.7196",401
"0.8319",400
"0.8230",400
"0.8105",400
"0.7388",400
"0.7312",400
"0.7241",400
"0.7232",400
"0.7182",400
"0.7172",400
"0.7148",400
"0.0370",400
"0.8323",399
"0.8299",399
"0.8256",399
"0.8210",399
"0.7205",399
"0.7107",399
"0.7017",399
"0.8313",398
"0.8260",398
"0.8248",398
"0.8216",398
"0.8199",398
"0.8173",398
"0.7313",398
"0.7231",398
"0.7209",398
"0.7152",398
"0.7106",398
"0.8294",397
"0.8223",397
"0.7233",397
"0.7199",397
"0.7198",397
"0.7166",397
"0.7156",397
"0.7122",397
"0.7110",397
"0.8461",396
"0.8284",396
"0.8220",396
"0.8171",396
"0.7303",396
"0.7293",396
"0.7189",396
"0.8324",395
"0.8307",395
"0.8277",395
"0.8218",395
"0.7315",395
"0.7244",395
"0.7235",395
"0.7179",395
"0.7136",395
"0.8378",394
"0.8136",394
"0.7228",394
"0.7175",394
"0.8301",393
"0.8282",393
"0.8265",393
"0.8138",393
"0.8084",393
"0.7102",393
"0.8636",392
"0.8370",392
"0.8332",392
"0.8251",392
"0.7508",392
"0.7237",392
"0.7220",392
"0.7167",392
"0.7045",392
"0.8349",391
"0.8347",391
"0.8255",391
"0.8245",391
"0.7262",391
"0.7258",391
"0.7185",391
"0.7155",391
"0.7125",391
"0.7120",391
"0.7108",391
"0.8351",390
"0.8337",390
"0.8194",390
"0.7270",390
"0.8241",389
"0.8068",389
"0.7224",389
"0.7216",389
"0.7176",389
"0.7052",389
"0.7042",389
"0.8343",388
"0.8327",388
"0.8322",388
"0.8318",388
"0.8213",388
"0.7247",388
"0.7217",388
"0.7168",388
"0.7131",388
"0.7112",388
"0.8316",387
"0.8311",387
"0.8253",387
"0.8126",387
"0.8120",387
"0.7214",387
"0.7208",387
"0.7191",387
"0.7137",387
"0.7129",387
"0.7128",387
"0.7117",387
"0.7063",387
"0.6986",387
"0.8302",386
"0.8193",386
"0.8023",386
"0.7294",386
"0.7287",386
"0.8389",385
"0.8243",385
"0.8188",385
"0.8185",385
"0.7266",385
"0.7165",385
"0.7145",385
"0.8303",384
"0.7248",384
"0.7221",384
"0.7130",384
"0.7114",384
"0.7041",384
"0.8367",383
"0.8267",383
"0.8209",383
"0.8170",383
"0.7336",383
"0.7286",383
"0.7259",383
"0.7027",383
"0.7135",382
"0.7124",382
"0.7078",382
"0.7009",382
"0.1500",382
"0.8364",381
"0.8325",381
"0.8312",381
"0.8206",381
"0.7245",381
"0.8334",380
"0.8234",380
"0.7230",380
"0.7193",380
"0.7151",380
"0.7090",380
"0.6928",380
"0.8305",379
"0.8212",379
"0.8183",379
"0.7332",379
"0.7067",379
"0.8224",378
"0.8219",378
"0.8152",378
"0.8115",378
"0.7123",378
"0.7064",378
"0.8273",377
"0.8247",377
"0.8197",377
"0.7202",377
"0.7183",377
"0.7132",377
"0.7121",377
"0.7116",377
"0.7115",377
"0.8395",376
"0.8385",376
"0.8372",376
"0.8300",376
"0.8156",376
"0.7201",376
"0.7109",376
"0.6954",376
"0.8429",375
"0.8298",375
"0.8240",375
"0.7105",375
"0.6818",375
"0.8390",374
"0.8285",374
"0.8231",374
"0.7219",374
"0.7161",374
"0.7141",374
"0.7091",374
"0.7087",374
"0.7076",374
"0.7054",374
"0.7040",374
"0.7029",374
"0.8400",373
"0.8331",373
"0.7213",373
"0.7174",373
"0.7160",373
"0.7118",373
"0.7113",373
"0.7034",373
"0.8396",372
"0.8387",372
"0.7250",372
"0.7154",372
"0.7144",372
"0.3125",372
"0.2105",372
"0.8297",371
"0.8149",371
"0.7223",371
"0.7088",371
"0.8442",370
"0.8352",370
"0.7012",370
"0.6979",370
"0.6959",370
"0.8380",369
"0.7138",369
"0.1579",369
"0.8457",368
"0.8326",368
"0.7194",368
"0.7133",368
"0.7055",368
"0.7047",368
"0.4667",368
"0.8443",367
"0.7162",367
"0.7074",367
"0.7061",367
"0.7024",367
"0.6987",367
"0.8476",366
"0.8447",366
"0.7095",366
"0.7073",366
"0.7019",366
"0.7005",366
"0.6800",366
"0.8425",365
"0.8309",365
"0.8263",365
"0.8254",365
"0.7192",365
"0.7159",365
"0.7075",365
"0.6998",365
"0.6995",365
"0.8438",364
"0.8221",364
"0.7157",364
"0.7153",364
"0.7077",364
"0.8543",363
"0.8361",363
"0.8340",363
"0.7094",363
"0.7004",363
"0.6978",363
"0.6976",363
"0.0357",363
"0.8464",362
"0.8359",362
"0.8358",362
"0.8317",362
"0.7158",362
"0.7071",362
"0.6973",362
"0.8422",361
"0.8404",361
"0.8371",361
"0.7146",361
"0.7098",361
"0.7044",361
"0.6967",361
"0.6947",361
"0.8453",360
"0.8386",360
"0.7150",360
"0.7086",360
"0.6991",360
"0.6980",360
"0.8350",359
"0.7032",359
"0.7028",359
"0.6911",359
"0.6882",359
"0.8415",358
"0.8379",358
"0.7180",358
"0.7126",358
"0.7101",358
"0.7096",358
"0.7092",358
"0.7069",358
"0.6910",358
"0.6841",358
"0.8414",357
"0.8368",357
"0.8239",357
"0.7065",357
"0.6922",357
"0.6919",357
"0.6500",357
"0.8439",356
"0.8384",356
"0.8377",356
"0.8357",356
"0.8354",356
"0.8238",356
"0.7134",356
"0.7127",356
"0.2778",356
"0.8463",355
"0.8381",355
"0.8339",355
"0.7049",355
"0.7046",355
"0.7031",355
"0.8487",354
"0.8393",354
"0.8392",354
"0.8391",354
"0.7169",354
"0.8519",353
"0.8308",353
"0.7030",353
"0.6965",353
"0.6918",353
"0.6111",353
"0.8469",352
"0.8459",352
"0.8416",352
"0.8365",352
"0.8271",352
"0.8242",352
"0.7093",352
"0.7084",352
"0.7014",352
"0.6983",352
"0.6914",352
"0.0345",352
"0.8515",351
"0.8495",351
"0.8485",351
"0.8344",351
"0.7038",351
"0.6989",351
"0.6925",351
"0.6892",351
"0.8295",350
"0.7103",350
"0.6982",350
"0.6958",350
"0.8561",349
"0.8435",349
"0.8408",349
"0.8335",349
"0.7089",349
"0.7060",349
"0.7036",349
"0.8570",348
"0.8483",348
"0.8418",348
"0.7039",348
"0.7021",348
"0.6966",348
"0.8562",347
"0.8455",347
"0.8374",347
"0.7080",347
"0.7018",347
"0.7015",347
"0.6912",347
"0.8460",346
"0.8452",346
"0.8426",346
"0.8366",346
"0.6996",346
"0.6985",346
"0.6970",346
"0.5333",346
"0.2941",346
"0.8488",345
"0.8356",345
"0.7010",345
"0.6931",345
"0.8472",344
"0.8373",344
"0.8362",344
"0.8341",344
"0.6994",344
"0.8492",343
"0.8458",343
"0.8420",343
"0.8412",343
"0.8402",343
"0.8397",343
"0.8360",343
"0.7081",343
"0.7016",343
"0.7006",343
"0.6984",343
"0.6968",343
"0.6962",343
"0.8496",342
"0.8490",342
"0.8480",342
"0.8456",342
"0.8434",342
"0.8369",342
"0.8336",342
"0.7082",342
"0.7033",342
"0.6951",342
"0.8522",341
"0.8428",341
"0.8198",341
"0.7026",341
"0.6999",341
"0.6924",341
"0.8410",340
"0.8401",340
"0.8388",340
"0.7119",340
"0.6913",340
"0.8497",339
"0.8432",339
"0.8417",339
"0.7053",339
"0.7013",339
"0.7001",339
"0.6964",339
"0.0690",339
"0.8582",338
"0.8499",338
"0.8471",338
"0.7100",338
"0.6997",338
"0.6927",338
"0.6899",338
"0.6887",338
"0.6885",338
"0.8475",337
"0.8440",337
"0.8345",337
"0.7099",337
"0.7058",337
"0.6942",337
"0.6935",337
"0.8577",336
"0.8468",336
"0.8382",336
"0.8376",336
"0.8292",336
"0.7025",336
"0.6960",336
"0.6897",336
"0.6890",336
"0.8589",335
"0.8507",335
"0.8477",335
"0.7066",335
"0.7003",335
"0.6971",335
"0.8553",334
"0.8489",334
"0.8454",334
"0.8441",334
"0.8363",334
"0.7070",334
"0.7008",334
"0.7002",334
"0.6975",334
"0.6915",334
"0.6901",334
"0.8544",333
"0.8532",333
"0.8526",333
"0.8506",333
"0.8481",333
"0.8465",333
"0.8405",333
"0.8398",333
"0.6993",333
"0.6879",333
"0.6863",333
"0.6828",333
"0.8533",332
"0.8353",332
"0.7022",332
"0.6961",332
"0.6938",332
"0.6932",332
"0.8498",331
"0.8424",331
"0.6930",331
"0.6893",331
"0.8505",330
"0.8503",330
"0.8479",330
"0.8474",330
"0.8446",330
"0.8423",330
"0.8411",330
"0.7051",330
"0.6933",330
"0.6896",330
"0.6658",330
"0.8547",329
"0.8514",329
"0.8406",329
"0.7097",329
"0.7079",329
"0.6981",329
"0.6969",329
"0.8527",328
"0.8448",328
"0.8445",328
"0.8419",328
"0.7072",328
"0.6963",328
"0.6776",328
"0.8518",327
"0.8444",327
"0.8403",327
"0.7085",327
"0.6945",327
"0.6944",327
"0.6862",327
"0.6857",327
"0.8606",326
"0.8575",326
"0.8394",326
"0.8383",326
"0.7068",326
"0.7048",326
"0.7035",326
"0.6992",326
"0.6953",326
"0.8574",325
"0.8552",325
"0.8545",325
"0.8473",325
"0.6977",325
"0.6955",325
"0.6889",325
"0.6877",325
"0.6867",325
"0.8666",324
"0.8556",324
"0.8542",324
"0.8538",324
"0.7056",324
"0.7023",324
"0.6952",324
"0.6921",324
"0.8431",323
"0.8430",323
"0.6937",323
"0.6820",323
"0.8569",322
"0.8558",322
"0.8355",322
"0.8348",322
"0.6974",322
"0.6843",322
"0.8642",321
"0.8537",321
"0.8482",321
"0.8437",321
"0.8436",321
"0.8407",321
"0.8346",321
"0.6949",321
"0.6940",321
"0.6880",321
"0.8560",320
"0.8541",320
"0.8508",320
"0.6956",320
"0.6950",320
"0.8568",319
"0.8252",319
"0.7011",319
"0.6864",319
"0.6759",319
"0.6662",319
"0.8565",318
"0.8484",318
"0.7111",318
"0.6948",318
"0.6941",318
"0.6884",318
"0.6855",318
"0.4375",318
"0.8531",317
"0.8427",317
"0.8399",317
"0.7007",317
"0.6990",317
"0.6988",317
"0.6936",317
"0.6891",317
"0.9375",316
"0.8610",316
